"","V1","V2"
"656","Australia"," Ochlerotatus nigrithorax"
"657","Australia"," Ochlerotatus nivalis"
"658","Australia"," Ochlerotatus normanensis"
"659","Australia"," Ochlerotatus perkinsi"
"660","Australia"," Ochlerotatus phaecasiatus"
"661","Australia"," Ochlerotatus postspiraculosus"
"662","Australia"," Ochlerotatus procax"
"663","Australia"," Ochlerotatus pseudonormanensis"
"664","Australia"," Ochlerotatus purpureifemur"
"665","Australia"," Ochlerotatus purpuriventris"
"666","Australia"," Ochlerotatus ratcliffei"
"667","Australia"," Ochlerotatus sagax"
"668","Australia"," Ochlerotatus sapiens"
"669","Australia"," 'Ochlerotatus' sensu auctorum australiensis"
"670","Australia"," 'Ochlerotatus' sensu auctorum biocellatus"
"671","Australia"," 'Ochlerotatus' sensu auctorum britteni"
"672","Australia"," 'Ochlerotatus' sensu auctorum candidoscutellum"
"673","Australia"," 'Ochlerotatus' sensu auctorum keefei"
"674","Australia"," 'Ochlerotatus' sensu auctorum lauriei"
"675","Australia"," 'Ochlerotatus' sensu auctorum mallochi"
"676","Australia"," 'Ochlerotatus' sensu auctorum monocellatus"
"677","Australia"," 'Ochlerotatus' sensu auctorum plagosus"
"678","Australia"," 'Ochlerotatus' sensu auctorum quasirubithorax"
"679","Australia"," 'Ochlerotatus' sensu auctorum subauridorsum"
"680","Australia"," 'Ochlerotatus' sensu auctorum wasselli"
"681","Australia"," Ochlerotatus silvestris"
"682","Australia"," Ochlerotatus spilotus"
"683","Australia"," Ochlerotatus stricklandi"
"684","Australia"," Ochlerotatus theobaldi"
"685","Australia"," Ochlerotatus turneri"
"686","Australia"," Ochlerotatus vigilax"
"687","Australia"," Ochlerotatus vittiger"
"688","Australia"," Orthopodomyia papuensis"
"689","Australia"," Pardomyia aurantius chrysogaster"
"690","Australia"," Patmarksia mackerrasi"
"691","Australia"," Patmarksia novalbitarsis"
"692","Australia"," Patmarksia palmarum"
"693","Australia"," Phagomyia iwi"
"694","Australia"," Rampamyia notoscripta"
"695","Australia"," Rampamyia quinquelineatus"
"696","Australia"," Rhinoskusea longirostris"
"697","Australia"," Stegomyia aegypti"
"698","Australia"," Stegomyia albopicta"
"699","Australia"," Stegomyia andrewsi"
"700","Australia"," Stegomyia katherinensis"
"701","Australia"," Stegomyia polynesiensis"
"702","Australia"," Stegomyia scutellaris"
"703","Australia"," Toxorhynchites inornatus"
"704","Australia"," Toxorhynchites speciosus"
"705","Australia"," Toxorhynchites splendens"
"706","Australia"," Tripteroides alboscutellatus"
"707","Australia"," Tripteroides apicotriangulatus"
"708","Australia"," Tripteroides argenteiventris"
"709","Australia"," Tripteroides atripes"
"710","Australia"," Tripteroides bimaculipes"
"711","Australia"," Tripteroides bisquamatus"
"712","Australia"," Tripteroides brevirhynchus"
"713","Australia"," Tripteroides collessi"
"714","Australia"," Tripteroides elegans"
"715","Australia"," Tripteroides filipes"
"716","Australia"," Tripteroides magnesianus"
"717","Australia"," Tripteroides marksae"
"718","Australia"," Tripteroides melanesiensis"
"719","Australia"," Tripteroides obscurus"
"720","Australia"," Tripteroides punctolateralis"
"721","Australia"," Tripteroides quasiornatus"
"722","Australia"," Tripteroides splendens"
"723","Australia"," Tripteroides sylvestris"
"724","Australia"," Tripteroides tasmaniensis"
"725","Australia"," Tripteroides vanleeuweni"
"726","Australia"," Uranotaenia albescens"
"727","Australia"," Uranotaenia albosternopleura"
"728","Australia"," Uranotaenia amiensis"
"729","Australia"," Uranotaenia antennalis"
"730","Australia"," Uranotaenia argyrotarsis"
"731","Australia"," Uranotaenia diagonalis"
"732","Australia"," Uranotaenia hirsutifemora"
"733","Australia"," Uranotaenia lateralis"
"734","Australia"," Uranotaenia moresbyensis"
"735","Australia"," Uranotaenia nivipes"
"736","Australia"," Uranotaenia novaguinensis"
"737","Australia"," Uranotaenia obscura"
"738","Australia"," Uranotaenia paralateralis"
"739","Australia"," Uranotaenia pygmaea"
"740","Australia"," Uranotaenia tibialis"
"741","Australia"," Verrallina bancrofti"
"742","Australia"," Verrallina butleri"
"743","Australia"," Verrallina carmenti"
"744","Australia"," Verrallina funerea"
"745","Australia"," Verrallina leilae"
"746","Australia"," Verrallina lineata"
"747","Australia"," Verrallina multifolium"
"748","Australia"," Verrallina quadrifolium"
"749","Australia"," Verrallina quadrispinata"
"750","Australia"," Verrallina reesi"
"751","Australia"," Verrallina similis"
"752","Austria","Aedes cinereus"
"753","Austria"," Aedes rossicus"
"754","Austria"," Aedimorphus vexans"
"755","Austria"," Anopheles algeriensis"
"756","Austria"," Anopheles atroparvus"
"757","Austria"," Anopheles claviger"
"758","Austria"," Anopheles maculipennis"
"759","Austria"," Anopheles messeae"
"760","Austria"," Anopheles plumbeus"
"761","Austria"," Anopheles sacharovi"
"762","Austria"," Coquillettidia richiardii"
"763","Austria"," Culex hortensis"
"764","Austria"," Culex martinii"
"765","Austria"," Culex modestus"
"766","Austria"," Culex pipiens"
"767","Austria"," Culex territans"
"768","Austria"," Culex torrentium"
"769","Austria"," Culiseta alaskaensis"
"770","Austria"," Culiseta annulata"
"771","Austria"," Culiseta glaphyroptera"
"772","Austria"," Culiseta morsitans"
"773","Austria"," Ochlerotatus annulipes"
"774","Austria"," Ochlerotatus cantans"
"775","Austria"," Ochlerotatus caspius"
"776","Austria"," Ochlerotatus cataphylla"
"777","Austria"," Ochlerotatus communis"
"778","Austria"," Ochlerotatus dorsalis"
"779","Austria"," Ochlerotatus excrucians"
"780","Austria"," Ochlerotatus flavescens"
"781","Austria"," Ochlerotatus hexodontus"
"782","Austria"," Ochlerotatus hungaricus"
"783","Austria"," Ochlerotatus intrudens"
"784","Austria"," Ochlerotatus leucomelas"
"785","Austria"," Ochlerotatus nigrinus"
"786","Austria"," Ochlerotatus pullatus"
"787","Austria"," Ochlerotatus punctor"
"788","Austria"," Ochlerotatus refiki"
"789","Austria"," Ochlerotatus rusticus"
"790","Austria"," Ochlerotatus sticticus"
"791","Austria"," Uranotaenia unguiculata"
"792","Azerbaijan","Anopheles claviger"
"793","Azerbaijan"," Anopheles hyrcanus"
"794","Azerbaijan"," Anopheles superpictus"
"795","Azerbaijan"," Culex pipiens"
"796","Azerbaijan"," Culiseta alaskaensis indica"
"797","Azerbaijan"," Culiseta annulata"
"798","Azerbaijan"," Culiseta fumipennis"
"799","Azerbaijan"," Culiseta morsitans"
"800","Azerbaijan"," 'Ochlerotatus' sensu auctorum versicolor"
"801","Azerbaijan"," Stegomyia niveus"
"802","Azerbaijan"," Uranotaenia unguiculata"
"803","Bahamas","Anopheles albimanus"
"804","Bahamas"," Anopheles crucians"
"805","Bahamas"," Culex atratus"
"806","Bahamas"," Culex babahoyensis"
"807","Bahamas"," Culex bahamensis"
"808","Bahamas"," Culex bisulcatus"
"809","Bahamas"," Culex chidesteri"
"810","Bahamas"," Culex erraticus"
"811","Bahamas"," Culex iolambdis"
"812","Bahamas"," Culex mulrennani"
"813","Bahamas"," Culex nigripalpus"
"814","Bahamas"," Culex pilosus"
"815","Bahamas"," Culex quinquefasciatus"
"816","Bahamas"," Culex scimitar"
"817","Bahamas"," Culex sphinx"
"818","Bahamas"," Culex taeniopus"
"819","Bahamas"," Deinocerites cancer"
"820","Bahamas"," Howardina albonotata"
"821","Bahamas"," Howardina bahamensis"
"822","Bahamas"," Ochlerotatus condolescens"
"823","Bahamas"," Ochlerotatus obturbator"
"824","Bahamas"," Ochlerotatus pertinax"
"825","Bahamas"," Ochlerotatus scapularis"
"826","Bahamas"," Ochlerotatus sollicitans"
"827","Bahamas"," Ochlerotatus taeniorhynchus"
"828","Bahamas"," Ochlerotatus tortilis"
"829","Bahamas"," Psorophora columbiae"
"830","Bahamas"," Psorophora ferox"
"831","Bahamas"," Psorophora insularia"
"832","Bahamas"," Psorophora johnstonii"
"833","Bahamas"," Psorophora pygmaea"
"834","Bahamas"," Stegomyia aegypti"
"835","Bahamas"," Uranotaenia lowii"
"836","Bahamas"," Wyeomyia autocratica"
"837","Bahamas"," Wyeomyia bahama"
"838","Bahamas"," Wyeomyia sororcula"
"839","Bahrain","Anopheles culicifacies"
"840","Bahrain"," Anopheles fluviatilis"
"841","Bahrain"," Anopheles pulcherrimus"
"842","Bahrain"," Anopheles stephensi"
"843","Bahrain"," Culex quinquefasciatus"
"844","Bahrain"," Ochlerotatus caspius"
"845","Bangladesh","Aedeomyia catasticta"
"846","Bangladesh"," Aedimorphus caecus"
"847","Bangladesh"," Aedimorphus pallidostriatus"
"848","Bangladesh"," Aedimorphus pipersalatus"
"849","Bangladesh"," Aedimorphus punctifemoris"
"850","Bangladesh"," Aedimorphus vexans"
"851","Bangladesh"," Anopheles aconitus"
"852","Bangladesh"," Anopheles annularis"
"853","Bangladesh"," Anopheles baileyi"
"854","Bangladesh"," Anopheles baimaii"
"855","Bangladesh"," Anopheles barbirostris"
"856","Bangladesh"," Anopheles barbumbrosus"
"857","Bangladesh"," Anopheles bengalensis"
"858","Bangladesh"," Anopheles culicifacies"
"859","Bangladesh"," Anopheles fluviatilis"
"860","Bangladesh"," Anopheles gigas"
"861","Bangladesh"," Anopheles gigas simlensis"
"862","Bangladesh"," Anopheles jamesii"
"863","Bangladesh"," Anopheles jeyporiensis"
"864","Bangladesh"," Anopheles karwari"
"865","Bangladesh"," Anopheles kochi"
"866","Bangladesh"," Anopheles maculatus"
"867","Bangladesh"," Anopheles majidi"
"868","Bangladesh"," Anopheles minimus"
"869","Bangladesh"," Anopheles nigerrimus"
"870","Bangladesh"," Anopheles pallidus"
"871","Bangladesh"," Anopheles peditaeniatus"
"872","Bangladesh"," Anopheles philippinensis"
"873","Bangladesh"," Anopheles pseudojamesi"
"874","Bangladesh"," Anopheles splendidus"
"875","Bangladesh"," Anopheles stephensi"
"876","Bangladesh"," Anopheles subpictus"
"877","Bangladesh"," Anopheles sundaicus"
"878","Bangladesh"," Anopheles tessellatus"
"879","Bangladesh"," Anopheles theobaldi"
"880","Bangladesh"," Anopheles umbrosus"
"881","Bangladesh"," Anopheles vagus"
"882","Bangladesh"," Anopheles varuna"
"883","Bangladesh"," Anopheles willmori"
"884","Bangladesh"," Armigeres annulitarsis"
"885","Bangladesh"," Armigeres dentatus"
"886","Bangladesh"," Armigeres digitatus"
"887","Bangladesh"," Armigeres flavus"
"888","Bangladesh"," Armigeres inchoatus"
"889","Bangladesh"," Armigeres kuchingensis"
"890","Bangladesh"," Armigeres magnus"
"891","Bangladesh"," Armigeres omissus"
"892","Bangladesh"," Armigeres subalbatus"
"893","Bangladesh"," Christophersiomyia thomsoni"
"894","Bangladesh"," Collessius pseudotaeniatus"
"895","Bangladesh"," Coquillettidia crassipes"
"896","Bangladesh"," Coquillettidia ochracea"
"897","Bangladesh"," Culex bitaeniorhynchus"
"898","Bangladesh"," Culex brevipalpis"
"899","Bangladesh"," Culex fuscocephala"
"900","Bangladesh"," Culex gelidus"
"901","Bangladesh"," Culex hutchinsoni"
"902","Bangladesh"," Culex infula"
"903","Bangladesh"," Culex malayi"
"904","Bangladesh"," Culex mimulus"
"905","Bangladesh"," Culex minutissimus"
"906","Bangladesh"," Culex nigropunctatus"
"907","Bangladesh"," Culex pallidothorax"
"908","Bangladesh"," Culex pseudovishnui"
"909","Bangladesh"," Culex pullus"
"910","Bangladesh"," Culex quinquefasciatus"
"911","Bangladesh"," Culex sinensis"
"912","Bangladesh"," Culex sitiens"
"913","Bangladesh"," Culex theileri"
"914","Bangladesh"," Culex tritaeniorhynchus"
"915","Bangladesh"," Culex vagans"
"916","Bangladesh"," Culex viridiventer"
"917","Bangladesh"," Culex vishnui"
"918","Bangladesh"," Culex whitei"
"919","Bangladesh"," Culex whitmorei"
"920","Bangladesh"," Dendroskusea reginae"
"921","Bangladesh"," Downsiomyia albolateralis"
"922","Bangladesh"," Edwardsaedes imprimens"
"923","Bangladesh"," Ficalbia minima"
"924","Bangladesh"," Fredwardsius vittatus"
"925","Bangladesh"," Heizmannia covelli"
"926","Bangladesh"," Hulecoeteomyia chrysolineata"
"927","Bangladesh"," Hulecoeteomyia formosensis"
"928","Bangladesh"," Kenknightia dissimilis"
"929","Bangladesh"," Lutzia fuscana"
"930","Bangladesh"," Lutzia halifaxii"
"931","Bangladesh"," Malaya genurostris"
"932","Bangladesh"," Malaya jacobsoni"
"933","Bangladesh"," Mansonia annulifera"
"934","Bangladesh"," Mansonia dives"
"935","Bangladesh"," Mansonia uniformis"
"936","Bangladesh"," Mimomyia chamberlaini"
"937","Bangladesh"," Mimomyia hybrida"
"938","Bangladesh"," Mucidus scatophagoides"
"939","Bangladesh"," Neomelaniconion lineatopenne"
"940","Bangladesh"," Petermattinglyius iyengari"
"941","Bangladesh"," Phagomyia assamensis"
"942","Bangladesh"," Phagomyia gubernatoris"
"943","Bangladesh"," Phagomyia khazani"
"944","Bangladesh"," Phagomyia lophoventralis"
"945","Bangladesh"," Stegomyia aegypti"
"946","Bangladesh"," Stegomyia albopicta"
"947","Bangladesh"," Stegomyia annandalei"
"948","Bangladesh"," Stegomyia w-alba"
"949","Bangladesh"," Toxorhynchites bengalensis"
"950","Bangladesh"," Toxorhynchites splendens"
"951","Bangladesh"," Tripteroides aranoides"
"952","Bangladesh"," Uranotaenia campestris"
"953","Bangladesh"," Uranotaenia novobscura"
"954","Bangladesh"," Verrallina andamanensis"
"955","Barbados","Anopheles albimanus"
"956","Barbados"," Culex atratus"
"957","Barbados"," Culex inflictus"
"958","Barbados"," Culex nigripalpus"
"959","Barbados"," Culex quinquefasciatus"
"960","Barbados"," Deinocerites magnus"
"961","Barbados"," Ochlerotatus taeniorhynchus"
"962","Barbados"," Stegomyia aegypti"
"963","Barbados"," Stegomyia albopicta"
"964","Barbados"," Wyeomyia grayii"
"965","Barbados"," Wyeomyia pertinans"
"966","Belarus","Anopheles atroparvus"
"967","Belarus"," Anopheles claviger"
"968","Belarus"," Anopheles maculipennis"
"969","Belarus"," Anopheles messeae"
"970","Belarus"," Anopheles plumbeus"
"971","Belarus"," Culex modestus"
"972","Belarus"," Culex pipiens"
"973","Belarus"," Culex territans"
"974","Belarus"," Culex theileri"
"975","Belarus"," Culex torrentium"
"976","Belarus"," Culiseta annulata"
"977","Belarus"," Culiseta fumipennis"
"978","Belarus"," Culiseta morsitans"
"979","Belarus"," Dahliana geniculata"
"980","Belarus"," Ochlerotatus annulipes"
"981","Belarus"," Ochlerotatus behningi"
"982","Belarus"," Ochlerotatus cantans"
"983","Belarus"," Ochlerotatus caspius"
"984","Belarus"," Ochlerotatus cataphylla"
"985","Belarus"," Ochlerotatus communis"
"986","Belarus"," Ochlerotatus cyprius"
"987","Belarus"," Ochlerotatus detritus"
"988","Belarus"," Ochlerotatus diantaeus"
"989","Belarus"," Ochlerotatus dorsalis"
"990","Belarus"," Ochlerotatus excrucians"
"991","Belarus"," Ochlerotatus flavescens"
"992","Belarus"," Ochlerotatus leucomelas"
"993","Belarus"," Ochlerotatus punctor"
"994","Belarus"," Ochlerotatus riparius"
"995","Belgium","Aedes cinereus"
"996","Belgium"," Aedimorphus vexans"
"997","Belgium"," Anopheles atroparvus"
"998","Belgium"," Anopheles claviger"
"999","Belgium"," Anopheles maculipennis"
"1000","Belgium"," Anopheles messeae"
"1001","Belgium"," Anopheles plumbeus"
"1002","Belgium"," Coquillettidia richiardii"
"1003","Belgium"," Culex hortensis"
"1004","Belgium"," Culex territans"
"1005","Belgium"," Culex torrentium"
"1006","Belgium"," Culiseta annulata"
"1007","Belgium"," Culiseta fumipennis"
"1008","Belgium"," Culiseta morsitans"
"1009","Belgium"," Culiseta subochrea"
"1010","Belgium"," Dahliana geniculata"
"1011","Belgium"," Hulecoeteomyia japonica"
"1012","Belgium"," Hulecoeteomyia koreica"
"1013","Belgium"," Ochlerotatus albineus"
"1014","Belgium"," Ochlerotatus annulipes"
"1015","Belgium"," Ochlerotatus cantans"
"1016","Belgium"," Ochlerotatus caspius"
"1017","Belgium"," Ochlerotatus communis"
"1018","Belgium"," Ochlerotatus detritus"
"1019","Belgium"," Ochlerotatus dorsalis"
"1020","Belgium"," Ochlerotatus flavescens"
"1021","Belgium"," Ochlerotatus punctodes"
"1022","Belgium"," Ochlerotatus punctor"
"1023","Belgium"," Ochlerotatus rusticus"
"1024","Belgium"," Ochlerotatus sticticus"
"1025","Belgium"," Orthopodomyia pulcripalpis"
"1026","Belgium"," Stegomyia albopicta"
"1027","Belize","Aedeomyia squamipennis"
"1028","Belize"," Aedimorphus vexans"
"1029","Belize"," Anopheles albimanus"
"1030","Belize"," Anopheles apicimacula"
"1031","Belize"," Anopheles argyritarsis"
"1032","Belize"," Anopheles crucians"
"1033","Belize"," Anopheles darlingi"
"1034","Belize"," Anopheles eiseni"
"1035","Belize"," Anopheles gabaldoni"
"1036","Belize"," Anopheles neivai"
"1037","Belize"," Anopheles neomaculipalpus"
"1038","Belize"," Anopheles pseudopunctipennis"
"1039","Belize"," Anopheles punctimacula"
"1040","Belize"," Anopheles vestitipennis"
"1041","Belize"," Chagasia bathana"
"1042","Belize"," Coquillettidia fasciolata"
"1043","Belize"," Coquillettidia nigricans"
"1044","Belize"," Coquillettidia venezuelensis"
"1045","Belize"," Culex bastagarius"
"1046","Belize"," Culex chidesteri"
"1047","Belize"," Culex commevynensis"
"1048","Belize"," Culex conservator"
"1049","Belize"," Culex conspirator"
"1050","Belize"," Culex corniger"
"1051","Belize"," Culex coronator"
"1052","Belize"," Culex declarator"
"1053","Belize"," Culex dunni"
"1054","Belize"," Culex educator"
"1055","Belize"," Culex elevator"
"1056","Belize"," Culex ensiformis"
"1057","Belize"," Culex erraticus"
"1058","Belize"," Culex flabellifer"
"1059","Belize"," Culex inflictus"
"1060","Belize"," Culex inhibitator"
"1061","Belize"," Culex interrogator"
"1062","Belize"," Culex iolambdis"
"1063","Belize"," Culex lactator"
"1064","Belize"," Culex limacifer"
"1065","Belize"," Culex mollis"
"1066","Belize"," Culex mutator"
"1067","Belize"," Culex nigripalpus"
"1068","Belize"," Culex ousqua"
"1069","Belize"," Culex panocossa"
"1070","Belize"," Culex pilosus"
"1071","Belize"," Culex quinquefasciatus"
"1072","Belize"," Culex rejector"
"1073","Belize"," Culex restrictor"
"1074","Belize"," Culex rooti"
"1075","Belize"," Culex spissipes"
